run_id,run_label,method_family,model_variant,prompting,k,run_type,source_path,timestamp,model_id,notebook,example_id,nlq,gold_sql,pred_sql,va,em,ex,ts,error
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,93,How many orders from customers in Australia have status 'Cancelled'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Australia' AND o.status = 'Cancelled';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Australia%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Cancelled';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,94,How many orders from customers in Australia have status 'On Hold'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Australia' AND o.status = 'On Hold';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Australia%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'On Hold';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,95,How many orders from customers in Australia have status 'Disputed'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Australia' AND o.status = 'Disputed';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Australia%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Disputed';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,96,How many orders from customers in Australia have status 'In Process'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Australia' AND o.status = 'In Process';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Australia%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'In Process';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,97,How many orders from customers in Australia have status 'Resolved'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Australia' AND o.status = 'Resolved';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Australia%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Resolved';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,98,Which customers in Australia have credit limits above 50000?,SELECT customerName FROM customers WHERE country = 'Australia' AND creditLimit > 50000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Australia' AND c.creditLimit > 50000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,99,Which customers in Australia have credit limits above 100000?,SELECT customerName FROM customers WHERE country = 'Australia' AND creditLimit > 100000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Australia' AND c.creditLimit > 100000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,100,List orders and totals for customers in Australia.,"SELECT c.customerName, o.orderNumber, SUM(od.quantityOrdered * od.priceEach) AS order_total FROM customers c JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber WHERE c.country = 'Australia' GROUP BY c.customerName, o.orderNumber;","SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%Australia%'
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY 
  o.orderDate DESC
LIMIT 10;",0.0,0.0,0.0,,"(pymysql.err.OperationalError) (1054, ""Unknown column 'p.priceEach' in 'field list'"")
[SQL: SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%%Australia%%'
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY 
  o.orderDate DESC
LIMIT 10;]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,101,List customers in Australia.,SELECT customerName FROM customers WHERE city = 'Australia';,"SELECT c.customerName
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Australia';",1.0,0.0,1.0,,
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,102,How many orders from customers in Canada have status 'Shipped'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'Shipped';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Shipped' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,103,How many orders from customers in Canada have status 'Cancelled'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'Cancelled';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Cancelled' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,104,How many orders from customers in Canada have status 'On Hold'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'On Hold';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'On Hold' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,105,How many orders from customers in Canada have status 'Disputed'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'Disputed';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Disputed' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,106,How many orders from customers in Canada have status 'In Process'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'In Process';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'In Process' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,107,How many orders from customers in Canada have status 'Resolved'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Canada' AND o.status = 'Resolved';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Resolved' AND customers.country = 'Canada';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,108,Which customers in Canada have credit limits above 50000?,SELECT customerName FROM customers WHERE country = 'Canada' AND creditLimit > 50000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE c.country = 'Canada' AND c.creditLimit > 50000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,109,Which customers in Canada have credit limits above 100000?,SELECT customerName FROM customers WHERE country = 'Canada' AND creditLimit > 100000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE c.country = 'Canada' AND c.creditLimit > 100000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,110,List orders and totals for customers in Canada.,"SELECT c.customerName, o.orderNumber, SUM(od.quantityOrdered * od.priceEach) AS order_total FROM customers c JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber WHERE c.country = 'Canada' GROUP BY c.customerName, o.orderNumber;","SELECT 
  o.orderNumber, 
  o.orderDate, 
  o.requiredDate, 
  o.shippedDate, 
  o.status, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%, %' AND o2.postalCode = c.postalCode
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  c.country = 'Canada'
GROUP",0.0,0.0,0.0,,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 16"")
[SQL: SELECT 
  o.orderNumber, 
  o.orderDate, 
  o.requiredDate, 
  o.shippedDate, 
  o.status, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%%, %%' AND o2.postalCode = c.postalCode
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  c.country = 'Canada'
GROUP]
(Background on this error at: https://sqlalche.me/e/20/f405)"
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,111,List customers in Canada.,SELECT customerName FROM customers WHERE city = 'Canada';,"SELECT c.customerName
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Canada';",1.0,0.0,1.0,,
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,112,How many orders from customers in Japan have status 'Shipped'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'Shipped';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country
WHERE customers.country = 'Japan' AND orders.status = 'Shipped';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,113,How many orders from customers in Japan have status 'Cancelled'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'Cancelled';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country
WHERE customers.country = 'Japan' AND orders.status = 'Cancelled';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,114,How many orders from customers in Japan have status 'On Hold'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'On Hold';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country
WHERE customers.country = 'Japan' AND orders.status = 'On Hold';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,115,How many orders from customers in Japan have status 'Disputed'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'Disputed';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Japan%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Disputed';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,116,How many orders from customers in Japan have status 'In Process'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'In Process';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country
WHERE customers.country = 'Japan' AND orders.status = 'In Process';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,117,How many orders from customers in Japan have status 'Resolved'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Japan' AND o.status = 'Resolved';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.country = offices.country
WHERE customers.country = 'Japan' AND orders.status = 'Resolved';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,118,Which customers in Japan have credit limits above 50000?,SELECT customerName FROM customers WHERE country = 'Japan' AND creditLimit > 50000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Japan' AND c.creditLimit > 50000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,119,Which customers in Japan have credit limits above 100000?,SELECT customerName FROM customers WHERE country = 'Japan' AND creditLimit > 100000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Japan' AND c.creditLimit > 100000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,120,List orders and totals for customers in Japan.,"SELECT c.customerName, o.orderNumber, SUM(od.quantityOrdered * od.priceEach) AS order_total FROM customers c JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber WHERE c.country = 'Japan' GROUP BY c.customerName, o.orderNumber;","SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%Japan%'
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  o2.country = 'Japan'
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY 
  o.orderDate DESC
LIMIT 10;",0.0,0.0,0.0,,"(pymysql.err.OperationalError) (1054, ""Unknown column 'p.priceEach' in 'field list'"")
[SQL: SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.addressLine2 LIKE '%%Japan%%'
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  o2.country = 'Japan'
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY 
  o.orderDate DESC
LIMIT 10;]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,121,List customers in Japan.,SELECT customerName FROM customers WHERE city = 'Japan';,"SELECT c.customerName
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Japan';",1.0,0.0,1.0,,
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,122,How many orders from customers in Italy have status 'Shipped'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'Shipped';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Shipped';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,123,How many orders from customers in Italy have status 'Cancelled'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'Cancelled';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%'
WHERE orders.status = 'Cancelled';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,124,How many orders from customers in Italy have status 'On Hold'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'On Hold';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%'
WHERE orders.status = 'On Hold';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,125,How many orders from customers in Italy have status 'Disputed'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'Disputed';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%'
WHERE orders.status = 'Disputed';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,126,How many orders from customers in Italy have status 'In Process'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'In Process';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%'
WHERE orders.status = 'In Process';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,127,How many orders from customers in Italy have status 'Resolved'?,SELECT COUNT(*) AS order_count FROM orders o JOIN customers c ON o.customerNumber = c.customerNumber WHERE c.country = 'Italy' AND o.status = 'Resolved';,"SELECT COUNT(*)
FROM orders
JOIN customers ON orders.customerNumber = customers.customerNumber
JOIN offices ON customers.addressLine2 LIKE '%Italy%' AND customers.postalCode = offices.postalCode
WHERE orders.status = 'Resolved';",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,128,Which customers in Italy have credit limits above 50000?,SELECT customerName FROM customers WHERE country = 'Italy' AND creditLimit > 50000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Italy' AND c.creditLimit > 50000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,129,Which customers in Italy have credit limits above 100000?,SELECT customerName FROM customers WHERE country = 'Italy' AND creditLimit > 100000;,"SELECT c.customerName, c.creditLimit
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Italy' AND c.creditLimit > 100000;",1.0,0.0,0.0,,Column mismatch
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,130,List orders and totals for customers in Italy.,"SELECT c.customerName, o.orderNumber, SUM(od.quantityOrdered * od.priceEach) AS order_total FROM customers c JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber WHERE c.country = 'Italy' GROUP BY c.customerName, o.orderNumber;","SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.city = o2.city AND c.state = o2.state AND c.country = o2.country
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  o2.country = 'Italy'
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY",0.0,0.0,0.0,,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 16"")
[SQL: SELECT 
  o.orderNumber, 
  o.orderDate, 
  SUM(od.quantityOrdered * p.priceEach) AS total
FROM 
  orders o
  JOIN customers c ON o.customerNumber = c.customerNumber
  JOIN offices o2 ON c.city = o2.city AND c.state = o2.state AND c.country = o2.country
  JOIN orderdetails od ON o.orderNumber = od.orderNumber
  JOIN products p ON od.productCode = p.productCode
WHERE 
  o2.country = 'Italy'
GROUP BY 
  o.orderNumber, 
  o.orderDate
ORDER BY]
(Background on this error at: https://sqlalche.me/e/20/f405)"
baseline_k0,Base | k=0,baseline,base,k=0,0,direct,results/results_zero_shot_200.json,2026-01-07T09:58:29.872473Z,meta-llama/Meta-Llama-3-8B-Instruct,02_baseline_prompting_eval.ipynb,131,List customers in Italy.,SELECT customerName FROM customers WHERE city = 'Italy';,"SELECT c.customerName
FROM customers c
JOIN offices o ON c.city = o.city AND c.state = o.state AND c.country = o.country
WHERE o.country = 'Italy';",1.0,0.0,1.0,,
